-desc,date,temp_c,text,icon,wind_mph,wind_degree,wind_dir,pressure_mb,precip_mm,precip_in,humidity,cloud,feelslike_c,vis_miles,uv,gust_mph,gb-defra-index,headache_severity
avrgData,29/05/2022 09:15,15,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,6.9,80,E,1019,0,0,67,0,13.9,6,3,13.4,1,0
avrgData,29/05/2022 10:30,16,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,5.6,80,E,1019,0.1,0,63,25,16,6,3,13.2,1,0
avrgData,29/05/2022 11:30,16,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,8.1,80,E,1019,0,0,72,0,16,6,3,13.6,1,0
avrgData,29/05/2022 12:15,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,9.4,70,ENE,1019,0.1,0,72,50,13.8,6,3,13.4,1,0
avrgData,29/05/2022 13:30,16,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,4.3,80,E,1018,0,0,68,50,16,6,4,13.2,1,0
avrgData,29/05/2022 14:30,14,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,6.9,80,E,1018,0.3,0.01,82,75,12.6,6,3,13.2,1,0
avrgData,29/05/2022 15:30,13,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,4.3,210,SSW,1018,0.3,0.01,82,75,11.3,6,3,14.1,1,0
avrgData,29/05/2022 16:15,14,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,4.3,180,S,1017,0.9,0.04,82,75,12.7,6,3,13.4,1,0
avrgData,29/05/2022 17:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,4.3,170,S,1017,0.4,0.02,77,50,12.9,6,3,12.3,1,0
avrgData,29/05/2022 18:30,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,4.3,130,SE,1016,0.4,0.02,77,75,13.1,6,3,11.6,1,0
avrgData,29/05/2022 19:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,5.6,160,SSE,1016,2,0.08,77,50,13.3,6,3,10.3,1,0
avrgData,29/05/2022 20:15,13,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,10.5,90,E,1016,0.1,0,82,50,12.4,2,3,6.7,1,0
avrgData,29/05/2022 21:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,3.8,130,SE,1016,0,0,87,50,10.8,6,4,6.5,1,0
avrgData,29/05/2022 22:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,4.3,80,E,1016,0.1,0,94,25,10,6,2,5.6,1,0
avrgData,29/05/2022 23:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,2.2,110,ESE,1016,0,0,94,50,9.4,6,1,8.1,1,0
avrgData,30/05/2022 00:15,9,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,2.2,110,ESE,1015,0,0,93,25,9.1,0,1,4.3,1,0
avrgData,30/05/2022 01:15,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,4.3,360,N,1015,0,0,93,0,8,5,1,4.3,1,0
avrgData,30/05/2022 02:15,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,4.3,360,N,1015,0,0,93,0,8,5,1,2.9,1,0
avrgData,30/05/2022 03:15,7,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,3.8,20,NNE,1015,0,0,93,25,6.9,0,1,1.8,1,0
avrgData,30/05/2022 04:15,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,3.8,50,NE,1014,0.2,0.01,93,50,6.9,3,1,1.3,1,0
avrgData,30/05/2022 05:15,6,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,3.8,20,NNE,1014,0,0,100,25,5.8,3,1,2.9,1,0
avrgData,30/05/2022 06:30,7,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,2.5,70,ENE,1014,0,0,100,25,6.9,3,1,2.5,1,0
avrgData,30/05/2022 07:30,8,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,5.6,60,ENE,1014,0,0,100,75,8,2,3,1.8,1,0
avrgData,30/05/2022 08:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,3.8,40,NE,1014,0,0,100,75,11.4,6,4,2.9,1,0
mornData,30/05/2022 08:45,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,3.8,40,NE,1014,0,0,100,75,11.4,6,4,2.9,1,0
avrgData,30/05/2022 09:15,12,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,4.3,170,S,1013,0,0,94,50,11.7,6,4,4.9,1,0
avrgData,30/05/2022 10:30,13,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,6.9,200,SSW,1013,0.5,0.02,82,50,11.7,6,3,11,1,0
avrgData,30/05/2022 11:15,14,Torrential rain shower,http://cdn.weatherapi.com/weather/64x64/day/359.png,11.9,200,SSW,1013,0,0,82,50,12.8,4,4,10.7,1,0
avrgData,30/05/2022 12:15,12,Torrential rain shower,http://cdn.weatherapi.com/weather/64x64/day/359.png,2.5,350,N,1013,0.1,0,77,50,10.3,6,3,11.9,1,0
avrgData,30/05/2022 13:30,14,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,8.1,320,NW,1013,0,0,72,75,12.8,6,4,11.4,1,0
avrgData,30/05/2022 14:15,15,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,8.1,300,WNW,1013,0,0,63,75,13.9,6,4,12.1,1,0
avrgData,30/05/2022 15:15,14,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,6.9,300,WNW,1012,0,0,63,75,12.5,6,4,13.4,1,0
avrgData,30/05/2022 16:15,15,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,11.9,290,WNW,1012,0.1,0,55,75,13.8,6,3,13.4,1,0
avrgData,30/05/2022 17:15,15,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,15,300,WNW,1012,0,0,51,75,14,6,4,11.9,1,0
avrgData,30/05/2022 18:15,14,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,11.9,320,NW,1012,0,0,55,75,12.6,6,4,12.3,1,0
avrgData,30/05/2022 19:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,320,NW,1012,0,0,47,25,12.7,6,4,12.1,1,0
avrgData,30/05/2022 20:15,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,310,NW,1012,0,0,54,25,11.9,6,4,8.9,1,0
avrgData,30/05/2022 21:15,12,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,5.6,310,NW,1013,0,0,67,75,10.9,6,3,13,1,0
avrgData,30/05/2022 22:30,11,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,2.5,260,W,1013,0,0,71,75,9.8,6,3,13,1,0
avrgData,30/05/2022 23:15,11,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,5.6,260,W,1013,0,0,76,75,9.9,6,1,12.8,1,0
avrgData,31/05/2022 00:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,8.1,250,WSW,1013,0,0,87,75,8.8,6,1,11.6,1,0
avrgData,31/05/2022 01:30,10,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,4.3,260,W,1013,0,0,87,75,8.8,6,1,11.6,1,0
avrgData,31/05/2022 02:15,9,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,2.5,220,SW,1013,0,0,93,0,7.4,6,1,13.2,1,0
avrgData,31/05/2022 03:30,9,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,2.2,210,SSW,1013,0,0,87,0,7.4,6,1,13.6,1,0
avrgData,31/05/2022 04:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,2.5,200,SSW,1013,0,0,93,75,7.2,6,1,14.5,1,0
avrgData,31/05/2022 05:30,9,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,5.6,270,W,1012,0,0,93,75,7.1,6,1,15.9,1,0
avrgData,31/05/2022 06:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,3.8,240,WSW,1012,0,0,87,75,6.9,6,1,17.2,1,0
avrgData,31/05/2022 07:15,10,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,4.3,250,WSW,1013,0,0,87,50,7.8,6,4,15,1,0
avrgData,31/05/2022 08:30,12,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,8.1,270,W,1013,0.1,0,77,50,10,6,3,15.2,1,0
mornData,31/05/2022 08:45,13,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,11.9,280,W,1013,0.1,0,77,25,11.2,6,3,15.2,1,0
avrgData,31/05/2022 09:30,12,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,6.9,250,WSW,1013,0,0,77,50,9.9,6,3,14.5,1,0
avrgData,31/05/2022 10:15,13,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,10.5,310,NW,1013,0.3,0.01,77,50,11.2,6,3,14.5,1,0
avrgData,31/05/2022 11:30,14,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,13.6,320,NW,1014,0,0,63,50,12.3,6,3,15.4,1,0
avrgData,31/05/2022 12:15,14,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,12.5,320,NW,1014,0.1,0,63,50,12.3,6,3,15.7,1,0
avrgData,31/05/2022 13:15,15,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,12.5,310,NW,1015,0,0,63,50,13.7,6,4,14.3,1,0
avrgData,31/05/2022 14:30,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,10.5,320,NW,1015,0,0,59,50,12.5,6,4,13.9,1,0
avrgData,31/05/2022 15:30,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,310,NW,1015,0,0,63,50,13.7,6,4,13.9,1,0
avrgData,31/05/2022 16:15,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,330,NNW,1015,0,0,59,50,13.7,6,4,13.9,1,0
avrgData,31/05/2022 17:30,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,300,WNW,1015,0,0,55,50,13.8,6,4,13.6,1,0
avrgData,31/05/2022 18:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,310,NW,1015,0,0,59,50,12.6,6,4,12.5,1,0
avrgData,31/05/2022 19:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,310,NW,1016,0,0,55,50,12.8,6,4,10.7,1,0
avrgData,31/05/2022 20:30,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,310,NW,1016,0,0,55,50,13.1,6,4,9.2,1,0
avrgData,31/05/2022 21:30,12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,10.5,310,NW,1016,0,0,67,25,10.7,6,3,15,1,0
avrgData,31/05/2022 22:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,4.3,300,WNW,1017,0,0,71,25,9.7,6,3,14.1,1,0
avrgData,31/05/2022 23:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,4.3,270,W,1017,0,0,76,25,9.2,6,1,9.4,1,0
avrgData,01/06/2022 00:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,4.3,310,NW,1017,0,0,82,25,9.1,6,1,9.8,1,0
avrgData,01/06/2022 01:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,4.3,310,NW,1017,0,0,81,25,7.9,6,1,9.8,1,0
avrgData,01/06/2022 02:15,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,2.5,350,N,1017,0,0,87,0,6.6,6,1,10.7,1,0
avrgData,01/06/2022 03:30,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,2.2,350,N,1016,0,0,87,0,6.3,6,1,12.8,1,0
avrgData,01/06/2022 04:30,7,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,2.5,80,E,1016,0,0,87,0,5.7,6,1,9.4,1,0
avrgData,01/06/2022 05:15,7,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,2.5,80,E,1016,0,0,87,0,6.2,6,1,6.9,1,0
avrgData,01/06/2022 06:30,7,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,2.5,30,NNE,1016,0,0,87,0,6.5,6,1,6,1,0
avrgData,01/06/2022 07:15,9,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,2.2,50,NE,1017,0,0,87,0,9.1,6,4,3.6,1,0
avrgData,01/06/2022 08:30,11,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,2.5,230,SW,1017,0,0,87,50,11.1,6,4,3.4,1,0
mornData,01/06/2022 08:45,11,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,2.5,320,NW,1017,0,0,87,50,11.1,6,4,3.4,1,0
avrgData,01/06/2022 09:30,12,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,4.3,220,SW,1017,0,0,88,50,11.9,6,3,4,1,0
avrgData,01/06/2022 10:30,14,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,4.3,210,SSW,1017,0.2,0.01,67,50,13.4,6,3,7.6,1,0
avrgData,01/06/2022 11:15,13,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,6.9,230,SW,1017,0,0,77,50,12.2,6,3,7.4,1,0
avrgData,01/06/2022 12:15,14,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,8.1,250,WSW,1018,0.1,0,67,50,13.5,6,4,7.2,1,0
avrgData,01/06/2022 13:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,220,SW,1018,0,0,77,75,13.6,6,5,6.5,1,0
avrgData,01/06/2022 14:15,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,230,SW,1018,0,0,67,75,14.4,6,5,8.3,1,0
avrgData,01/06/2022 15:30,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,5.6,210,SSW,1018,0,0,63,75,14.1,6,5,10.5,1,0
avrgData,01/06/2022 16:30,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,6.9,280,W,1018,0.1,0,67,75,13.9,6,4,12.3,1,0
avrgData,01/06/2022 17:15,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,360,N,1018,0,0,63,75,14.2,6,5,10.1,1,0
avrgData,01/06/2022 18:30,16,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,10.5,330,NNW,1018,0,0,55,50,16,6,5,9.2,1,0
avrgData,01/06/2022 19:15,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,360,N,1018,0.1,0,59,25,14.2,6,4,10.1,1,0
avrgData,01/06/2022 20:15,14,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,11.9,360,N,1018,0,0,59,0,13.4,6,4,7.2,1,0
avrgData,01/06/2022 21:30,13,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,6.9,360,N,1018,0,0,62,0,12.2,6,4,12.3,1,0
avrgData,01/06/2022 22:15,10,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,30,NNE,1019,0,0,76,0,8.3,6,3,15.4,1,0
avrgData,01/06/2022 23:15,11,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,60,ENE,1020,0,0,76,0,9.9,6,1,12.3,1,0
avrgData,02/06/2022 00:15,10,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,6.9,40,NE,1019,0,0,82,0,8.7,6,1,12.8,1,0
avrgData,02/06/2022 01:15,9,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,6.9,40,NE,1018,0,0,81,0,7.5,6,1,12.8,1,0
avrgData,02/06/2022 02:15,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,50,NE,1018,0,0,81,0,6.9,6,1,9.4,1,0
avrgData,02/06/2022 03:15,7,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,40,NE,1018,0,0,87,0,5.6,6,1,9.8,1,0
avrgData,02/06/2022 04:15,7,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,50,NE,1018,0,0,87,0,5.3,6,1,11.6,1,0
avrgData,02/06/2022 05:15,8,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,5.6,60,ENE,1018,0,0,87,0,6.2,6,1,13.2,1,0
avrgData,02/06/2022 06:15,9,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,5.6,50,NE,1018,0,0,87,0,7.2,6,1,14.1,1,0
avrgData,02/06/2022 07:15,11,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,5.6,50,NE,1018,0,0,87,0,9.5,6,4,11.6,1,0
avrgData,02/06/2022 08:15,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,70,ENE,1018,0,0,88,25,11.7,6,3,11.2,1,0
mornData,02/06/2022 08:45,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,70,ENE,1018,0,0,88,25,11.7,6,3,11.2,1,0
avrgData,02/06/2022 09:15,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,10.5,70,ENE,1018,0,0,82,25,13.9,6,4,12.3,1,0
avrgData,02/06/2022 10:15,16,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,80,E,1018,0,0,68,25,16,6,4,10.5,1,0
avrgData,02/06/2022 11:30,16,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,12.5,70,ENE,1018,0,0,72,0,16,6,5,11.4,1,0
avrgData,02/06/2022 12:30,16,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,15,70,ENE,1018,0,0,63,0,16,6,5,11.6,1,0
avrgData,02/06/2022 13:15,17,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,16.1,70,ENE,1018,0,0,55,0,17,6,5,12.3,1,0
avrgData,02/06/2022 14:30,17,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,17.4,80,E,1018,0,0,59,25,17,6,5,12.3,1,0
avrgData,02/06/2022 15:15,17,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,17.4,80,E,1018,0,0,59,25,17,6,5,10.7,1,0
avrgData,02/06/2022 16:15,17,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,17.4,70,ENE,1017,0,0,59,25,17,6,5,11.9,1,0
avrgData,02/06/2022 17:15,17,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,13.6,70,ENE,1017,0,0,68,0,17,6,5,11.2,1,0
avrgData,02/06/2022 18:30,16,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,10.5,60,ENE,1017,0,0,72,0,16,6,5,9.8,1,0
avrgData,02/06/2022 19:15,16,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,10.5,60,ENE,1017,0,0,77,0,16,6,5,8.7,1,0
avrgData,02/06/2022 20:30,15,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,10.5,60,ENE,1017,0,0,77,0,14.8,6,5,5.8,1,0
avrgData,02/06/2022 21:30,13,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,50,NE,1017,0,0,88,0,12.5,6,4,9.6,1,0
avrgData,02/06/2022 22:30,12,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,6.9,50,NE,1017,0,0,94,0,11.7,6,4,8.1,1,0
avrgData,02/06/2022 23:15,11,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,20,NNE,1017,0,0,87,0,10.7,6,1,7.6,1,0
avrgData,03/06/2022 00:30,10,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,360,N,1017,0,0,94,0,9.6,6,1,6.9,1,0
avrgData,03/06/2022 01:15,9,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,5.6,30,NNE,1017,0,0,93,0,8.5,6,1,6.9,1,0
avrgData,03/06/2022 02:15,10,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,6.9,30,NNE,1017,0,0,87,0,9.3,6,1,8.9,1,0
avrgData,03/06/2022 03:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,5.6,40,NE,1017,0,0,87,50,7.5,6,1,12.8,1,0
avrgData,03/06/2022 04:30,10,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,8.1,30,NNE,1016,0,0,76,0,8.4,6,1,15,1,0
avrgData,03/06/2022 05:15,10,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,6.9,30,NNE,1016,0,0,82,0,8.6,6,1,13.6,1,0
avrgData,03/06/2022 06:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,4.3,40,NE,1016,0,0,82,25,8.3,6,1,14.5,1,0
avrgData,03/06/2022 07:30,13,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,5.6,30,NNE,1016,0,0,82,25,11.8,6,4,11.9,1,0
avrgData,03/06/2022 08:30,15,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,11.9,40,NE,1016,0,0,82,0,14,6,4,12.1,1,0
mornData,03/06/2022 08:45,15,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,11.9,40,NE,1016,0,0,82,0,14,6,4,12.1,1,0
avrgData,03/06/2022 09:30,16,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,10.5,20,NNE,1016,0,0,72,0,16,6,5,11.9,1,0
avrgData,03/06/2022 10:30,18,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,10.5,20,NNE,1016,0,0,56,0,18,6,5,11.6,1,0
avrgData,03/06/2022 11:15,19,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,9.4,40,NE,1016,0,0,52,0,19,6,5,10.5,1,0
avrgData,03/06/2022 12:15,19,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,11.9,340,NNW,1016,0,0,49,0,19,6,5,8.7,1,0
avrgData,03/06/2022 13:30,19,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,11.9,340,NNW,1016,0,0,56,0,19,6,5,7.8,1,0
avrgData,03/06/2022 14:30,19,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,12.5,350,N,1016,0,0,52,0,19,6,5,6.9,1,0
avrgData,03/06/2022 15:15,19,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,13.6,350,N,1016,0.1,0,56,0,19,6,4,9.4,1,0
avrgData,03/06/2022 16:30,19,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,12.5,350,N,1016,0.4,0.02,52,0,19,6,4,11.9,1,0
avrgData,03/06/2022 17:30,19,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,12.5,350,N,1015,0.2,0.01,56,0,19,6,4,12.8,1,0
avrgData,03/06/2022 18:15,18,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,13.6,350,N,1015,0.2,0.01,60,0,18,6,4,11.6,1,0
avrgData,03/06/2022 19:30,17,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,15,10,N,1015,1.2,0.05,59,50,17,6,4,9.4,1,0
avrgData,03/06/2022 20:15,16,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,20,NNE,1016,0.1,0,63,75,16,6,4,6.5,1,0
avrgData,03/06/2022 21:15,16,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,6.9,360,N,1016,0.1,0,68,100,16,6,3,11,1,0
avrgData,03/06/2022 22:15,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,9.4,350,N,1016,0.2,0.01,77,75,14.6,6,3,13,1,0
avrgData,03/06/2022 23:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,9.4,360,N,1016,0.1,0,82,50,13.6,6,1,11.6,1,0
avrgData,04/06/2022 00:15,12,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,4.3,20,NNE,1016,1.2,0.05,88,0,10.7,6,1,14.1,1,0
avrgData,04/06/2022 01:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,5.6,60,ENE,1016,1.2,0.05,82,50,13.1,6,1,14.1,1,0
avrgData,04/06/2022 02:30,15,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,10.5,80,E,1016,0.1,0,88,75,14.2,6,1,15.7,1,0
avrgData,04/06/2022 03:15,14,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,10.5,80,E,1016,0.1,0,88,50,12.7,6,1,17.7,1,0
avrgData,04/06/2022 04:30,13,Moderate rain,http://cdn.weatherapi.com/weather/64x64/night/302.png,12.5,60,ENE,1015,0.5,0.02,100,75,11.3,2,1,18.3,1,0
avrgData,04/06/2022 05:15,13,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,15,60,ENE,1015,0.3,0.01,94,75,11,3,1,19.7,1,0
avrgData,04/06/2022 06:30,12,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,12.5,50,NE,1015,0.4,0.02,100,100,9.5,3,1,22.4,1,0
avrgData,04/06/2022 07:30,12,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,11.9,50,NE,1015,1.8,0.07,100,75,9.4,4,3,24.8,1,0
avrgData,04/06/2022 08:15,12,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,10.5,60,ENE,1015,0,0,100,75,9.3,2,3,22.6,1,0
mornData,04/06/2022 08:45,12,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,10.5,60,ENE,1015,0,0,100,75,9.3,2,3,22.6,1,0
avrgData,04/06/2022 09:15,13,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,12.5,60,ENE,1015,0,0,94,100,10.5,6,3,23.5,1,0
avrgData,04/06/2022 10:30,13,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,13.6,70,ENE,1016,0,0,94,100,10.4,6,3,23.3,1,0
avrgData,04/06/2022 11:15,13,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,15,70,ENE,1016,0,0,94,100,10.7,6,3,20.6,1,0
avrgData,04/06/2022 12:15,14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,17.4,70,ENE,1016,0,0,88,100,11.9,5,3,21.7,1,0
avrgData,04/06/2022 13:15,14,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,15,80,E,1015,0.1,0,94,100,11.7,1,3,23.9,1,0
avrgData,04/06/2022 14:15,14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,19.2,80,E,1015,0,0,94,100,11.7,5,4,23.7,1,0
avrgData,04/06/2022 15:15,14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,20.6,80,E,1015,0,0,94,100,11.7,5,4,23,1,0
avrgData,04/06/2022 16:15,14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,21.7,80,E,1015,0.1,0,94,100,11.7,5,4,22.8,1,0
avrgData,04/06/2022 17:15,14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,16.1,90,E,1016,0.1,0,94,100,11.9,4,4,20.1,1,0
